Instruction, , , , , , , , , , Result, Operator, (, Operand, ), Actual Value(s)
, , CONTINUE, , , , , , , , , ×, , table:Farming Claims Factor.Hurricane, , "(2, <<1000,1000>>, Cov A, 0, 0, 0, 0, 0, 0, 0, 0) = 1"
, , CONTINUE, , , , , , , , , ×, , RateFactor, , 1
, , CONTINUE, , , , , , , , , ×, , table:Dwelling_Age.Hurricane, , "(2, false, <<1,1>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Dwelling Year Built Factor.Hurricane, , "(2, false, 1, <<2018,2018>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:AoR.Hurricane, , "(2, Cov A, 1, null, <<0,0>>, false, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:RoofShape.Hurricane, , "(2, null, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:RoofExclusion.Hurricane, , "(2, Cov A, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Utility.Hurricane, , "(2, null, <<20,20>>, <<1,1>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:MultipolicyDiscount.Hurricane, , "(2, false, false, false, false, false, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Fortified.Hurricane, , "(2, None) = 1"
, , CONTINUE, , , , , , , , , ×, , FinalFactor, , 1
, , CONTINUE, , , , , , , , , ×, , PolicySizeFactor, , 1.944
, , CONTINUE, , , , , , , , , ×, , CoverageInfo.CovModLimit, , 1
, , CONTINUE, , , , , , , , , ×, , table:Brushfire.Hurricane, , "(2, <<0,0>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:SolidFuel.Hurricane, , "(2, Cov A, false, false, false, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:FoundationType.Hurricane, , "(2, FullBasement) = 1"
, , CONTINUE, , , , , , , , , ×, , table:ACVRoof.Hurricane, , "(2, false, Cov A, <<0,0>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:All Perils Deductible.Hurricane, , "(2, Cov A, 1.5, <<75000,75000>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:WHDeductible.Hurricane, , "(2, false, Cov A, 1.5, <<75000,75000>>, 1) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Occupancy.Hurricane, , (Tenant Occupied) = 1
, , CONTINUE, , , , , , , , , ×, , table:EmployeeDiscount, , "(false, 2) = 1"
, BaseRate, , , , , , , , , 0E-7, ←, , CostData.BaseRate, , 0
, , CONTINUE, , , , , , , , , +, , table:Fixed Expense.Hurricane, , "(2, Cov A) = 0"
, AdjustedRate, , , , , , , , , 0.0000, ←, , CostData.BaseRate, , 0
, TermAmount, , , , , , , , , 0.00, ←, , CostData.BaseRate, , 0
, , CONTINUE, , , , , , , , , R, , .01, , 0.00
Coverage C - Personal Property - Other, , , , , , , , , , , , , , , 
, FRM_RB_INDIANA (1), , , , , , , , , , , , , , 
, Coverage_Other (1), , , , , , , , , , , , , , 
, PolicySizeFactor, , , , , , , , , 1.0, ←, , 1, , 1
, ContentOnlyFactor, , , , , , , , , 1.0, ←, , 1, , 1
, RateFactor, , , , , , , , , 1.0, ←, , 1, , 1
, AcreageFactor, , , , , , , , , 1.0, ←, , 1, , 1
, AcreageFactor, , , , , , , , , 1.0000000000, ←, , table:Acreage.Other, , "(2, <<1,1>>, Cov A) = 1"
, RateFactor, , , , , , , , , 1.0000000000000000000000000000000000000000, ←, , table:Number Of Families.Other, , "(2, 1) = 1"
, , CONTINUE, , , , , , , , , ×, , table:TownRowHouse.Other, , "(2, 1) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Pool.Other, , "(2, true, true) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Trampoline.Other, , "(2, true) = 1"
, PolicySizeFactor, , , , , , , , , 1.9290000000, ←, , table:PolicySizeRelativity.Other, , "(2, 75000.0000, Cov A) = 1.929"
, ContentOnlyFactor, , , , , , , , , 1.00000000000, ←, , ContentOnlyFactor, , 1
, , CONTINUE, , , , , , , , , ×, , table:Utility.Other, , "(2, null, <<20,20>>, <<1,1>>) = 1"
, IFactor, , , , , , , , , 0.0, ←, , 0, , 0
, JFactor, , , , , , , , , 0.0, ←, , 0, , 0
, KFactor, , , , , , , , , 0.0, ←, , 0, , 0
, MFactor, , , , , , , , , 0.0, ←, , 0, , 0
, NFactor, , , , , , , , , 0.0, ←, , 0, , 0
, OFactor, , , , , , , , , 0.0, ←, , 0, , 0
, QFactor, , , , , , , , , 0.0, ←, , 0, , 0
, SmartCameraFactor, , , , , , , , , 0.0, ←, , 0, , 0
, SmartLightFactor, , , , , , , , , 0.0, ←, , 0, , 0
, SmartSmokeAlarmFactor, , , , , , , , , 0.0, ←, , 0, , 0
, WaterLeakgDetFactor, , , , , , , , , 0.0, ←, , 0, , 0
, AutTempDetFactor, , , , , , , , , 0.0, ←, , 0, , 0
, GasLeakgDetFactor, , , , , , , , , 0.0, ←, , 0, , 0
, GeneratorFactor, , , , , , , , , 0.0, ←, , 0, , 0
, ADFactor, , , , , , , , , 0.0, ←, , 0, , 0
, CFactor, , , , , , , , , 0.0, ←, , 0, , 0
, CRFactor, , , , , , , , , 0.0, ←, , 0, , 0
, MaxCreditPerPeril, , , , , , , , , 0.2000000000, ←, , table:ProtectiveDevices.Other, , "(2, Max, Cov A) = 0.2"
, AllDiscount, , , , , , , , , 0.0, ←, , IFactor, , 0
, , CONTINUE, , , , , , , , , +, , JFactor, , 0
, , CONTINUE, , , , , , , , , +, , KFactor, , 0
, , CONTINUE, , , , , , , , , +, , MFactor, , 0
, , CONTINUE, , , , , , , , , +, , NFactor, , 0
, , CONTINUE, , , , , , , , , +, , OFactor, , 0
, , CONTINUE, , , , , , , , , +, , QFactor, , 0
, , CONTINUE, , , , , , , , , +, , SmartCameraFactor, , 0
, , CONTINUE, , , , , , , , , +, , SmartSmokeAlarmFactor, , 0
, , CONTINUE, , , , , , , , , +, , SmartLightFactor, , 0
, , CONTINUE, , , , , , , , , +, , AutTempDetFactor, , 0
, , CONTINUE, , , , , , , , , +, , GeneratorFactor, , 0
, , CONTINUE, , , , , , , , , +, , WaterLeakgDetFactor, , 0
, , CONTINUE, , , , , , , , , +, , GasLeakgDetFactor, , 0
, , CONTINUE, , , , , , , , , +, , ADFactor, , 0
, , CONTINUE, , , , , , , , , +, , CFactor, , 0
, , CONTINUE, , , , , , , , , +, , CRFactor, , 0
, FinalFactor, , , , , , , , , 1.0, ←, , 1, , 1
, , CONTINUE, , , , , , , , , −, , "min(AllDiscount, MaxCreditPerPeril)", , "min(0, 0.2) = 0"
, BaseRate, , , , , , , , , 33.703499477550000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000, ←, , table:BaseRate.Other, , "(2, Cov A) = 16.87"
, , CONTINUE, , , , , , , , , ×, , ContentOnlyFactor, , 1
, , CONTINUE, , , , , , , , , ×, , table:Territory Relativities.Other, , "(2, Cov A, 46544) = 1.165"
, , CONTINUE, , , , , , , , , ×, , table:Wind Hail Exclusion.Other, , (false) = 1
, , CONTINUE, , , , , , , , , ×, , table:Distance To Coast.Other, , "(46544, <<999.990,999.990>>) = 1"
, , CONTINUE, , , , , , , , , ×, , AcreageFactor, , 1
, , CONTINUE, , , , , , , , , ×, , table:Farm_Type.Other, , "(2, Poultry, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Credit.Other, , "(2, <<774,774>>, Cov A) = 0.889"
, , CONTINUE, , , , , , , , , ×, , table:Protection Class.Other, , "(2, 8, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Miles To Fire Department.Other, , "(2, Within5miles, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Construction Materials for All.Other, , "(2, Cov A, Frame-Other) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Farming Claims Factor.Other, , "(2, <<1000,1000>>, Cov A, 0, 0, 0, 0, 0, 0, 0, 0) = 1"
, , CONTINUE, , , , , , , , , ×, , RateFactor, , 1
, , CONTINUE, , , , , , , , , ×, , table:Dwelling_Age.Other, , "(2, false, <<1,1>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Dwelling Year Built Factor.Other, , "(2, false, 1, <<2018,2018>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:AoR.Other, , "(2, Cov A, 1, null, <<0,0>>, false, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:RoofShape.Other, , "(2, null, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:RoofExclusion.Other, , "(2, Cov A, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Utility.Other, , "(2, null, <<20,20>>, <<1,1>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:MultipolicyDiscount.Other, , "(2, false, false, false, false, false, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Fortified.Other, , "(2, None) = 1"
, , CONTINUE, , , , , , , , , ×, , FinalFactor, , 1
, , CONTINUE, , , , , , , , , ×, , PolicySizeFactor, , 1.929
, , CONTINUE, , , , , , , , , ×, , CoverageInfo.CovModLimit, , 1
, , CONTINUE, , , , , , , , , ×, , table:Brushfire.Other, , "(2, <<0,0>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:SolidFuel.Other, , "(2, Cov A, false, false, false, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:FoundationType.Other, , "(2, FullBasement) = 1"
, , CONTINUE, , , , , , , , , ×, , table:ACVRoof.Other, , "(2, false, Cov A, <<0,0>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:All Perils Deductible.Other, , "(2, Cov A, 1.5, <<75000,75000>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:WHDeductible.Other, , "(2, false, Cov A, 1.5, <<75000,75000>>, 1) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Occupancy.Other, , (Tenant Occupied) = 1
, , CONTINUE, , , , , , , , , ×, , table:EmployeeDiscount, , "(false, 2) = 1"
, BaseRate, , , , , , , , , 33.7035000, ←, , CostData.BaseRate, , 33.7035
, , CONTINUE, , , , , , , , , +, , table:Fixed Expense.Other, , "(2, Cov A) = 0"
, AdjustedRate, , , , , , , , , 33.7035, ←, , CostData.BaseRate, , 33.7035
, TermAmount, , , , , , , , , 33.70, ←, , CostData.BaseRate, , 33.7035
, , CONTINUE, , , , , , , , , R, , .01, , 33.70
Coverage C - Personal Property - Wind, , , , , , , , , , , , , , , 
, FRM_RB_INDIANA (1), , , , , , , , , , , , , , 
, Coverage_Wind (1), , , , , , , , , , , , , , 
, PolicySizeFactor, , , , , , , , , 1.0, ←, , 1, , 1
, ContentOnlyFactor, , , , , , , , , 1.0, ←, , 1, , 1
, RateFactor, , , , , , , , , 1.0, ←, , 1, , 1
, AcreageFactor, , , , , , , , , 1.0, ←, , 1, , 1
, AcreageFactor, , , , , , , , , 1.0000000000, ←, , table:Acreage.Wind, , "(2, <<1,1>>, Cov A) = 1"
, RateFactor, , , , , , , , , 1.0000000000000000000000000000000000000000, ←, , table:Number Of Families.Wind, , "(2, 1) = 1"
, , CONTINUE, , , , , , , , , ×, , table:TownRowHouse.Wind, , "(2, 1) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Pool.Wind, , "(2, true, true) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Trampoline.Wind, , "(2, true) = 1"
, PolicySizeFactor, , , , , , , , , 1.9440000000, ←, , table:PolicySizeRelativity.Wind, , "(2, 75000.0000, Cov A) = 1.944"
, ContentOnlyFactor, , , , , , , , , 1.00000000000, ←, , ContentOnlyFactor, , 1
, , CONTINUE, , , , , , , , , ×, , table:Utility.Wind, , "(2, null, <<20,20>>, <<1,1>>) = 1"
, IFactor, , , , , , , , , 0.0, ←, , 0, , 0
, JFactor, , , , , , , , , 0.0, ←, , 0, , 0
, KFactor, , , , , , , , , 0.0, ←, , 0, , 0
, MFactor, , , , , , , , , 0.0, ←, , 0, , 0
, NFactor, , , , , , , , , 0.0, ←, , 0, , 0
, OFactor, , , , , , , , , 0.0, ←, , 0, , 0
, QFactor, , , , , , , , , 0.0, ←, , 0, , 0
, SmartCameraFactor, , , , , , , , , 0.0, ←, , 0, , 0
, SmartLightFactor, , , , , , , , , 0.0, ←, , 0, , 0
, SmartSmokeAlarmFactor, , , , , , , , , 0.0, ←, , 0, , 0
, WaterLeakgDetFactor, , , , , , , , , 0.0, ←, , 0, , 0
, GasLeakgDetFactor, , , , , , , , , 0.0, ←, , 0, , 0
, GeneratorFactor, , , , , , , , , 0.0, ←, , 0, , 0
, AutTempDetFactor, , , , , , , , , 0.0, ←, , 0, , 0
, ADFactor, , , , , , , , , 0.0, ←, , 0, , 0
, CFactor, , , , , , , , , 0.0, ←, , 0, , 0
, CRFactor, , , , , , , , , 0.0, ←, , 0, , 0
, MaxCreditPerPeril, , , , , , , , , 0.2000000000, ←, , table:ProtectiveDevices.Wind, , "(2, Max, Cov A) = 0.2"
, AllDiscount, , , , , , , , , 0.0, ←, , IFactor, , 0
, , CONTINUE, , , , , , , , , +, , JFactor, , 0
, , CONTINUE, , , , , , , , , +, , KFactor, , 0
, , CONTINUE, , , , , , , , , +, , MFactor, , 0
, , CONTINUE, , , , , , , , , +, , NFactor, , 0
, , CONTINUE, , , , , , , , , +, , OFactor, , 0
, , CONTINUE, , , , , , , , , +, , QFactor, , 0
, , CONTINUE, , , , , , , , , +, , SmartCameraFactor, , 0
, , CONTINUE, , , , , , , , , +, , SmartSmokeAlarmFactor, , 0
, , CONTINUE, , , , , , , , , +, , SmartLightFactor, , 0
, , CONTINUE, , , , , , , , , +, , AutTempDetFactor, , 0
, , CONTINUE, , , , , , , , , +, , GeneratorFactor, , 0
, , CONTINUE, , , , , , , , , +, , WaterLeakgDetFactor, , 0
, , CONTINUE, , , , , , , , , +, , GasLeakgDetFactor, , 0
, , CONTINUE, , , , , , , , , +, , ADFactor, , 0
, , CONTINUE, , , , , , , , , +, , CFactor, , 0
, , CONTINUE, , , , , , , , , +, , CRFactor, , 0
, FinalFactor, , , , , , , , , 1.0, ←, , 1, , 1
, , CONTINUE, , , , , , , , , −, , "min(AllDiscount, MaxCreditPerPeril)", , "min(0, 0.2) = 0"
, BaseRate, , , , , , , , , 6.19046750896200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000, ←, , table:BaseRate.Wind, , "(2, Cov A) = 5.83"
, , CONTINUE, , , , , , , , , ×, , ContentOnlyFactor, , 1
, , CONTINUE, , , , , , , , , ×, , table:Territory Relativities.Wind, , "(2, Cov A, 46544) = 0.685"
, , CONTINUE, , , , , , , , , ×, , table:Wind Hail Exclusion.Wind, , (false) = 1
, , CONTINUE, , , , , , , , , ×, , table:Distance To Coast.Wind, , "(46544, <<999.990,999.990>>) = 1"
, , CONTINUE, , , , , , , , , ×, , AcreageFactor, , 1
, , CONTINUE, , , , , , , , , ×, , table:Farm_Type.Wind, , "(2, Poultry, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Credit.Wind, , "(2, <<774,774>>, Cov A) = 0.901"
, , CONTINUE, , , , , , , , , ×, , table:Protection Class.Wind, , "(2, 8, Cov A) = 0.885"
, , CONTINUE, , , , , , , , , ×, , table:Miles To Fire Department.Wind, , "(2, Within5miles, Cov A) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Construction Materials for All.Wind, , "(2, Cov A, Frame-Other) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Farming Claims Factor.Wind, , "(2, <<1000,1000>>, Cov A, 0, 0, 0, 0, 0, 0, 0, 0) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Dwelling_Age.Wind, , "(2, false, <<1,1>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Dwelling Year Built Factor.Wind, , "(2, false, 1, <<2018,2018>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:AoR.Wind, , "(2, Cov A, 1, null, <<0,0>>, false, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:RoofShape.Wind, , "(2, null, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:RoofExclusion.Wind, , "(2, Cov A, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:MultipolicyDiscount.Wind, , "(2, false, false, false, false, false, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Fortified.Wind, , "(2, None) = 1"
, , CONTINUE, , , , , , , , , ×, , FinalFactor, , 1
, , CONTINUE, , , , , , , , , ×, , PolicySizeFactor, , 1.944
, , CONTINUE, , , , , , , , , ×, , CoverageInfo.CovModLimit, , 1
, , CONTINUE, , , , , , , , , ×, , table:Brushfire.Wind, , "(2, <<0,0>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:SolidFuel.Wind, , "(2, Cov A, false, false, false, false) = 1"
, , CONTINUE, , , , , , , , , ×, , table:FoundationType.Wind, , "(2, FullBasement) = 1"
, , CONTINUE, , , , , , , , , ×, , table:ACVRoof.Wind, , "(2, false, Cov A, <<0,0>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:All Perils Deductible.Wind, , "(2, Cov A, 1.5, <<75000,75000>>) = 1"
, , CONTINUE, , , , , , , , , ×, , table:WHDeductible.Wind, , "(2, false, Cov A, 1.5, <<75000,75000>>, 1) = 1"
, , CONTINUE, , , , , , , , , ×, , table:Occupancy.Wind, , (Tenant Occupied) = 1
, , CONTINUE, , , , , , , , , ×, , table:EmployeeDiscount, , "(false, 2) = 1"
, , CONTINUE, , , , , , , , , ×, , RateFactor, , 1
, BaseRate, , , , , , , , , 6.1905000, ←, , CostData.BaseRate, , 6.1905
, , CONTINUE, , , , , , , , , +, , table:Fixed Expense.Wind, , "(2, Cov A) = 0"
, AdjustedRate, , , , , , , , , 6.1905, ←, , CostData.BaseRate, , 6.1905
, TermAmount, , , , , , , , , 6.19, ←, , CostData.BaseRate, , 6.1905
, , CONTINUE, , , , , , , , , R, , .01, , 6.19
Line-level, , , , , , , , , , , , , , , 
Private Power and Light Poles Increased Limits, , , , , , , , , , , , , , , 
FRM_RB_INDIANA (1), , , , , , , , , , , , , , , 
PvtPwrLight (1), , , , , , , , , , , , , , , 
BaseRate, , , , , , , , , , 0E-41, ←, , table:Endorsement Property, , (FRMPrivPowLightPoleIncLimCov) = 36
, CONTINUE, , , , , , , , , , ×, (, CoverageInfo.PrivatePowerLightPolesCovTermLimit, , 2500
, CONTINUE, , , , , , , , , , −, , 2500, ), 2500
, CONTINUE, , , , , , , , , , ÷, , 1000, , 1000
, CONTINUE, , , , , , , , , , ×, , table:Credit.Optional Coverage, , "(1, <<774,774>>, Optional) = 0.878"
, CONTINUE, , , , , , , , , , ×, , table:MultipolicyDiscount.Optional Coverage, , "(1, false, false, false, false, false, false) = 1"
, CONTINUE, , , , , , , , , , ×, , table:EmployeeDiscount, , "(false, 1) = 1"
BaseRate, , , , , , , , , , 0E-11, ←, , CostData.BaseRate, , 0
, CONTINUE, , , , , , , , , , ×, , RatingInfo.IRPMFactor, , 1
AdjustedRate, , , , , , , , , , 0.0000, ←, , CostData.BaseRate, , 0
TermAmount, , , , , , , , , , 0.00, ←, , CostData.BaseRate, , 0
, CONTINUE, , , , , , , , , , R, , .01, , 0.00
Additional Residence Occupied by Insured (if residence is not insured on this policy) ( test1 test2 ), , , , , , , , , , , , , , , 
FRM_RB_INDIANA (1), , , , , , , , , , , , , , , 
AddlsResOwn (1), , , , , , , , , , , , , , , 
Result1, , , , , , , , , , 9.95000000000000000, ←, , table:Endorse_CovG, , "(znmi6k2vkd9tb610kfnn9la6rta, null) = 9.95"
, CONTINUE, , , , , , , , , , ×, (, table:CoverageModificataionByLimit.Liability, , "(FRMFarmPersLiabCov, 100k200k) = 0"
, CONTINUE, , , , , , , , , , +, , 1, ), 1
Result2, , , , , , , , , , 2.99000000000000000, ←, , table:Endorse_CovH, , "(znmi6k2vkd9tb610kfnn9la6rta, null) = 2.99"
, CONTINUE, , , , , , , , , , ×, (, table:CoverageModificataionByLimit.Liability, , "(FRMMedPayOthersCov, 1000) = 0"
, CONTINUE, , , , , , , , , , +, , 1, ), 1
Result3, , , , , , , , , , 12.94000000000000000, ←, , Result1, , 9.95
, CONTINUE, , , , , , , , , , +, , Result2, , 2.99
BaseRate, , , , , , , , , , 11.361320000000000000000000000000000000000000000000000000, ←, , Result3, , 12.94
, CONTINUE, , , , , , , , , , ×, , table:Credit.Optional Coverage, , "(1, <<774,774>>, Optional) = 0.878"
, CONTINUE, , , , , , , , , , ×, , table:MultipolicyDiscount.Optional Coverage, , "(1, false, false, false, false, false, false) = 1"
, CONTINUE, , , , , , , , , , ×, , table:Endorsement Loss, , (0) = 1
, CONTINUE, , , , , , , , , , ×, , table:EmployeeDiscount, , "(false, 1) = 1"
AdjustedRate, , , , , , , , , , 11.3613, ←, , CostData.BaseRate, , 11.3613
TermAmount, , , , , , , , , , 11.36, ←, , CostData.BaseRate, , 11.3613
, CONTINUE, , , , , , , , , , R, , .01, , 11.36
