S.No.,Coverage_Name,Dwelling,Rating_Factors_Algorithm,Rating_Factors_PC_worksheet,Rating_Factors_Expected
1465,Coverage D,Other,Solid Fuel Heating Device Surcharge,table:SolidFuel.Other,SolidFuel
1466,Coverage D,Other,Foundation Type,table:FoundationType.Other,Foundation
1467,Coverage D,Other,ACV Roof,table:ACVRoof.Other,ACVRoof
1468,Coverage D,Other,All Peril Deductible,table:All Perils Deductible.Other,APDed
1469,Coverage D,Other,Wind Hail Deductible,table:WHDeductible.Other,WHDed
1470,Coverage D,Other,Occupancy,table:Occupancy.Other,Occupancy
1471,Coverage D,Other,Employee Discount,table:EmployeeDiscount,EmployDisc
1472,Coverage D,Other,IRPM Factor,IFactor,
1473,Coverage D,Other,Transfer Plan Factor,,
1474,Coverage G,,Base Rate,,
1475,Coverage G,,Territory Relativities,,
1476,Coverage G,,WindHail Excl,,
1477,Coverage G,,Distance to Coast,,
1478,Coverage G,,Acreage,,
1479,Coverage G,,Farm Type,,
1480,Coverage G,,Credit,,
1481,Coverage G,,Protection Class,,
1482,Coverage G,,Miles to Fire Department,,
1483,Coverage G,,Construction Type,,
1484,Coverage G,,Number of Families,,
1485,Coverage G,,TownRowhouse,,
1486,Coverage G,,Stories and Square Feet,,
1487,Coverage G,,Replacement Cost Per Sq Foot,,
1488,Coverage G,,Number of Bathrooms,,
1489,Coverage G,,Garage Factor,,
1490,Coverage G,,Dwelling Claims Factor,,
1491,Coverage G,,Farming Claims Factor,,
1492,Coverage G,,New Business Loss Experience Factor,,
1493,Coverage G,,Pool Liability,,
1494,Coverage G,,Trampoline Liability,,
1495,Coverage G,,Perils Factor,,
1496,Coverage G,,Age of Dwelling,,
1497,Coverage G,,Dwelling Year Built Factor,,
1498,Coverage G,,"Age of Roof, Roof Construction",,
1499,Coverage G,,Roof Shape,,
1500,Coverage G,,Roof Exclusion,,
1501,Coverage G,,Utility Update ,,
1502,Coverage G,,Multipolicy Discount,,
1503,Coverage G,,Fortified,,
1504,Coverage G,,Protective Devices (incl Smart Farm),,
1505,Coverage G,,Wind Mitigation,,
1506,Coverage G,,Policy Size Relativity,,
1507,Coverage G,,Coverage Modification,,
1508,Coverage G,,Brushfire,,
1509,Coverage G,,Solid Fuel Heating Device Surcharge,,
1510,Coverage G,,Foundation Type,,
1511,Coverage G,,ACV Roof,,
1512,Coverage G,,All Peril Deductible,,
1513,Coverage G,,Wind Hail Deductible,,
1514,Coverage G,,Occupancy,,
1515,Coverage G,,Employee Discount,,
1516,Coverage G,,IRPM Factor,,
1517,Coverage G,,Transfer Plan Factor,,
1518,Coverage H,,Base Rate,,
1519,Coverage H,,Territory Relativities,,
1520,Coverage H,,WindHail Excl,,
1521,Coverage H,,Distance to Coast,,
1522,Coverage H,,Acreage,,
1523,Coverage H,,Farm Type,,
1524,Coverage H,,Credit,,
1525,Coverage H,,Protection Class,,
1526,Coverage H,,Miles to Fire Department,,
1527,Coverage H,,Construction Type,,
1528,Coverage H,,Number of Families,,
1529,Coverage H,,TownRowhouse,,
1530,Coverage H,,Stories and Square Feet,,
1531,Coverage H,,Replacement Cost Per Sq Foot,,
1532,Coverage H,,Number of Bathrooms,,
1533,Coverage H,,Garage Factor,,
1534,Coverage H,,Dwelling Claims Factor,,
1535,Coverage H,,Farming Claims Factor,,
1536,Coverage H,,New Business Loss Experience Factor,,
1537,Coverage H,,Pool Liability,,
1538,Coverage H,,Trampoline Liability,,
1539,Coverage H,,Perils Factor,,
1540,Coverage H,,Age of Dwelling,,
1541,Coverage H,,Dwelling Year Built Factor,,
1542,Coverage H,,"Age of Roof, Roof Construction",,
1543,Coverage H,,Roof Shape,,
1544,Coverage H,,Roof Exclusion,,
1545,Coverage H,,Utility Update ,,
1546,Coverage H,,Multipolicy Discount,,
1547,Coverage H,,Fortified,,
1548,Coverage H,,Protective Devices (incl Smart Farm),,
1549,Coverage H,,Wind Mitigation,,
1550,Coverage H,,Policy Size Relativity,,
1551,Coverage H,,Coverage Modification,,
1552,Coverage H,,Brushfire,,
1553,Coverage H,,Solid Fuel Heating Device Surcharge,,
1554,Coverage H,,Foundation Type,,
1555,Coverage H,,ACV Roof,,
1556,Coverage H,,All Peril Deductible,,
1557,Coverage H,,Wind Hail Deductible,,
1558,Coverage H,,Occupancy,,
1559,Coverage H,,Employee Discount,,
1560,Coverage H,,IRPM Factor,,
1561,Coverage H,,Transfer Plan Factor,,
1562,Coverage O,Liability,Base Rate,table:BaseRate.Liability,BaseRate
1563,Coverage O,Liability,Territory Relativities,table:Territory Relativities.Liability,TerrRel
1564,Coverage O,Liability,WindHail Excl,table:Wind Hail Exclusion.Liability,WHExcl
1565,Coverage O,Liability,Distance to Coast,,
1566,Coverage O,Liability,Acreage,AcreageFactor,Acres
1567,Coverage O,Liability,Farm Type,table:Farm_Type.Liability,FarmType
1568,Coverage O,Liability,Structure Type,table:Structure Type.Liability,StructureType
1569,Coverage O,Liability,Credit,table:Credit.Liability,Credit
1570,Coverage O,Liability,Protection Class,table:Protection Class.Liability,PC
1571,Coverage O,Liability,Miles to Fire Department,table:Miles To Fire Department.Liability,MilesToDept
1572,Coverage O,Liability,Construction Type,ConstructionFactor,Constr
1573,Coverage O,Liability,Stories and Square Feet,table:Sq Feet Stories.Liability,StorSqFt
1574,Coverage O,Liability,Hay Storage & Open Sides,table:Hay Storage & Open Sides.Liability,HayAndOpen
1575,Coverage O,Liability,Confinement Factor,table:Confinement.Liability,Confinement
1576,Coverage O,Liability,Brooder Heater Surcharge,table:Brooder_Heater.Liability,BrooderHeat
1577,Coverage O,Liability,Dwelling Claims Factor,,
1578,Coverage O,Liability,Farming Claims Factor,,
1579,Coverage O,Liability,New Business Loss Experience Factor,,
1580,Coverage O,Liability,Perils Factor,table:Perils.Liability,Perils
1581,Coverage O,Liability,Age of Structure,table:Age Of Structure.Liability,StructureAge
1582,Coverage O,Liability,"Age of Roof, Roof Construction",table:AoR.Liability,AOR
1583,Coverage O,Liability,"Age of Roof, Roof Construction",,
1584,Coverage O,Liability,Roof Exclusion,table:RoofExclusion.Liability,RoofExcl
1585,Coverage O,Liability,Multipolicy Discount,table:MultipolicyDiscount.Liability,Multipol
1586,Coverage O,Liability,Protective Devices (incl Smart Farm),FinalFactor,ProtDev
1587,Coverage O,Liability,Policy Size Relativity,PolicySizeFactor,CovOPSR
1588,Coverage O,Liability,Coverage Modification,CoverageInfo.CovModLimit,CovOMod
1589,Coverage O,Liability,Brushfire,,
1590,Coverage O,Liability,Solid Fuel Heating Device Surcharge,table:SolidFuel.Liability,SolidFuel
1591,Coverage O,Liability,ACV Roof,table:ACVRoof.Liability,ACVRoof
1592,Coverage O,Liability,All Peril Deductible,table:All Perils Deductible.Liability,APDed
1593,Coverage O,Liability,Wind Hail Deductible,table:WHDeductible.Liability,WHDed
1594,Coverage O,Liability,Employee Discount,table:EmployeeDiscount,EmployDisc
1595,Coverage O,Liability,IRPM Factor,,
1596,Coverage O,Liability,Transfer Plan Factor,,
1597,Coverage O,Fire,Base Rate,table:BaseRate.Fire,BaseRate
1598,Coverage O,Fire,Territory Relativities,table:Territory Relativities.Fire,TerrRel
1599,Coverage O,Fire,WindHail Excl,table:Wind Hail Exclusion.Fire,WHExcl
1600,Coverage O,Fire,Distance to Coast,,
1601,Coverage O,Fire,Acreage,AcreageFactor,Acres
1602,Coverage O,Fire,Farm Type,table:Farm_Type.Fire,FarmType
1603,Coverage O,Fire,Structure Type,table:Structure Type.Fire,StructureType
1604,Coverage O,Fire,Credit,table:Credit.Fire,Credit
1605,Coverage O,Fire,Protection Class,table:Protection Class.Fire,PC
1606,Coverage O,Fire,Miles to Fire Department,table:Miles To Fire Department.Fire,MilesToDept
1607,Coverage O,Fire,Construction Type,ConstructionFactor,Constr
1608,Coverage O,Fire,Stories and Square Feet,table:Sq Feet Stories.Fire,StorSqFt
1609,Coverage O,Fire,Hay Storage & Open Sides,table:Hay Storage & Open Sides.Fire,HayAndOpen
1610,Coverage O,Fire,Confinement Factor,table:Confinement.Fire,Confinement
1611,Coverage O,Fire,Brooder Heater Surcharge,table:Brooder_Heater.Fire,BrooderHeat
1612,Coverage O,Fire,Dwelling Claims Factor,,
1613,Coverage O,Fire,Farming Claims Factor,,
1614,Coverage O,Fire,New Business Loss Experience Factor,,
1615,Coverage O,Fire,Perils Factor,table:Perils.Fire,Perils
1616,Coverage O,Fire,Age of Structure,table:Age Of Structure.Fire,StructureAge
1617,Coverage O,Fire,"Age of Roof, Roof Construction",table:AoR.Fire,AOR
1618,Coverage O,Fire,"Age of Roof, Roof Construction",,
1619,Coverage O,Fire,Roof Exclusion,table:RoofExclusion.Fire,RoofExcl
1620,Coverage O,Fire,Multipolicy Discount,table:MultipolicyDiscount.Fire,Multipol
1621,Coverage O,Fire,Protective Devices (incl Smart Farm),FinalFactor,ProtDev
1622,Coverage O,Fire,Policy Size Relativity,PolicySizeFactor,CovOPSR
1623,Coverage O,Fire,Coverage Modification,CoverageInfo.CovModLimit,CovOMod
1624,Coverage O,Fire,Brushfire,,
1625,Coverage O,Fire,Solid Fuel Heating Device Surcharge,table:SolidFuel.Fire,SolidFuel
1626,Coverage O,Fire,ACV Roof,table:ACVRoof.Fire,ACVRoof
1627,Coverage O,Fire,All Peril Deductible,table:All Perils Deductible.Fire,APDed
1628,Coverage O,Fire,Wind Hail Deductible,table:WHDeductible.Fire,WHDed
1629,Coverage O,Fire,Employee Discount,table:EmployeeDiscount,EmployDisc
1630,Coverage O,Fire,IRPM Factor,,
1631,Coverage O,Fire,Transfer Plan Factor,,
1632,Coverage O,Theft,Base Rate,table:BaseRate.Theft,BaseRate
1633,Coverage O,Theft,Territory Relativities,table:Territory Relativities.Theft,TerrRel
1634,Coverage O,Theft,WindHail Excl,table:Wind Hail Exclusion.Theft,WHExcl
1635,Coverage O,Theft,Distance to Coast,,
1636,Coverage O,Theft,Acreage,AcreageFactor,Acres
1637,Coverage O,Theft,Farm Type,table:Farm_Type.Theft,FarmType
1638,Coverage O,Theft,Structure Type,table:Structure Type.Theft,StructureType
1639,Coverage O,Theft,Credit,table:Credit.Theft,Credit
1640,Coverage O,Theft,Protection Class,table:Protection Class.Theft,PC
1641,Coverage O,Theft,Miles to Fire Department,table:Miles To Fire Department.Theft,MilesToDept
1642,Coverage O,Theft,Construction Type,ConstructionFactor,Constr
1643,Coverage O,Theft,Stories and Square Feet,table:Sq Feet Stories.Theft,StorSqFt
1644,Coverage O,Theft,Hay Storage & Open Sides,table:Hay Storage & Open Sides.Theft,HayAndOpen
1645,Coverage O,Theft,Confinement Factor,table:Confinement.Theft,Confinement
1646,Coverage O,Theft,Brooder Heater Surcharge,table:Brooder_Heater.Theft,BrooderHeat
1647,Coverage O,Theft,Dwelling Claims Factor,,
1648,Coverage O,Theft,Farming Claims Factor,,
1649,Coverage O,Theft,New Business Loss Experience Factor,,
1650,Coverage O,Theft,Perils Factor,table:Perils.Theft,Perils
1651,Coverage O,Theft,Age of Structure,table:Age Of Structure.Theft,StructureAge
1652,Coverage O,Theft,"Age of Roof, Roof Construction",table:AoR.Theft,AOR
1653,Coverage O,Theft,"Age of Roof, Roof Construction",,
1654,Coverage O,Theft,Roof Exclusion,table:RoofExclusion.Theft,RoofExcl
1655,Coverage O,Theft,Multipolicy Discount,table:MultipolicyDiscount.Theft,Multipol
1656,Coverage O,Theft,Protective Devices (incl Smart Farm),FinalFactor,ProtDev
1657,Coverage O,Theft,Policy Size Relativity,PolicySizeFactor,CovOPSR
1658,Coverage O,Theft,Coverage Modification,CoverageInfo.CovModLimit,CovOMod
1659,Coverage O,Theft,Brushfire,,
1660,Coverage O,Theft,Solid Fuel Heating Device Surcharge,table:SolidFuel.Theft,SolidFuel
1661,Coverage O,Theft,ACV Roof,table:ACVRoof.Theft,ACVRoof
1662,Coverage O,Theft,All Peril Deductible,table:All Perils Deductible.Theft,APDed
1663,Coverage O,Theft,Wind Hail Deductible,table:WHDeductible.Theft,WHDed
1664,Coverage O,Theft,Employee Discount,table:EmployeeDiscount,EmployDisc
1665,Coverage O,Theft,IRPM Factor,,
1666,Coverage O,Theft,Transfer Plan Factor,,
1667,Coverage O,Water,Base Rate,table:BaseRate.Water,BaseRate
1668,Coverage O,Water,Territory Relativities,table:Territory Relativities.Water,TerrRel
1669,Coverage O,Water,WindHail Excl,table:Wind Hail Exclusion.Water,WHExcl
1670,Coverage O,Water,Distance to Coast,,
1671,Coverage O,Water,Acreage,AcreageFactor,Acres
1672,Coverage O,Water,Farm Type,table:Farm_Type.Water,FarmType
1673,Coverage O,Water,Structure Type,table:Structure Type.Water,StructureType
1674,Coverage O,Water,Credit,table:Credit.Water,Credit
1675,Coverage O,Water,Protection Class,table:Protection Class.Water,PC
1676,Coverage O,Water,Miles to Fire Department,table:Miles To Fire Department.Water,MilesToDept
1677,Coverage O,Water,Construction Type,ConstructionFactor,Constr
1678,Coverage O,Water,Stories and Square Feet,table:Sq Feet Stories.Water,StorSqFt
1679,Coverage O,Water,Hay Storage & Open Sides,table:Hay Storage & Open Sides.Water,HayAndOpen
1680,Coverage O,Water,Confinement Factor,table:Confinement.Water,Confinement
1681,Coverage O,Water,Brooder Heater Surcharge,table:Brooder_Heater.Water,BrooderHeat
1682,Coverage O,Water,Dwelling Claims Factor,,
1683,Coverage O,Water,Farming Claims Factor,,
1684,Coverage O,Water,New Business Loss Experience Factor,,
1685,Coverage O,Water,Perils Factor,table:Perils.Water,Perils
1686,Coverage O,Water,Age of Structure,table:Age Of Structure.Water,StructureAge
1687,Coverage O,Water,"Age of Roof, Roof Construction",table:AoR.Water,AOR
1688,Coverage O,Water,"Age of Roof, Roof Construction",,
1689,Coverage O,Water,Roof Exclusion,table:RoofExclusion.Water,RoofExcl
1690,Coverage O,Water,Multipolicy Discount,table:MultipolicyDiscount.Water,Multipol
1691,Coverage O,Water,Protective Devices (incl Smart Farm),FinalFactor,ProtDev
1692,Coverage O,Water,Policy Size Relativity,PolicySizeFactor,CovOPSR
1693,Coverage O,Water,Coverage Modification,CoverageInfo.CovModLimit,CovOMod
1694,Coverage O,Water,Brushfire,,
1695,Coverage O,Water,Solid Fuel Heating Device Surcharge,table:SolidFuel.Water,SolidFuel
1696,Coverage O,Water,ACV Roof,table:ACVRoof.Water,ACVRoof
1697,Coverage O,Water,All Peril Deductible,table:All Perils Deductible.Water,APDed
1698,Coverage O,Water,Wind Hail Deductible,table:WHDeductible.Water,WHDed
1699,Coverage O,Water,Employee Discount,table:EmployeeDiscount,EmployDisc
1700,Coverage O,Water,IRPM Factor,,
1701,Coverage O,Water,Transfer Plan Factor,,
1702,Coverage O,Other,Base Rate,table:BaseRate.Other,BaseRate
1703,Coverage O,Other,Territory Relativities,table:Territory Relativities.Other,TerrRel
1704,Coverage O,Other,WindHail Excl,table:Wind Hail Exclusion.Other,WHExcl
1705,Coverage O,Other,Distance to Coast,,
1706,Coverage O,Other,Acreage,AcreageFactor,Acres
1707,Coverage O,Other,Farm Type,table:Farm_Type.Other,FarmType
1708,Coverage O,Other,Structure Type,table:Structure Type.Other,StructureType
1709,Coverage O,Other,Credit,table:Credit.Other,Credit
1710,Coverage O,Other,Protection Class,table:Protection Class.Other,PC
1711,Coverage O,Other,Miles to Fire Department,table:Miles To Fire Department.Other,MilesToDept
1712,Coverage O,Other,Construction Type,ConstructionFactor,Constr
1713,Coverage O,Other,Stories and Square Feet,table:Sq Feet Stories.Other,StorSqFt
1714,Coverage O,Other,Hay Storage & Open Sides,table:Hay Storage & Open Sides.Other,HayAndOpen
1715,Coverage O,Other,Confinement Factor,table:Confinement.Other,Confinement
1716,Coverage O,Other,Brooder Heater Surcharge,table:Brooder_Heater.Other,BrooderHeat
1717,Coverage O,Other,Dwelling Claims Factor,,
1718,Coverage O,Other,Farming Claims Factor,,
1719,Coverage O,Other,New Business Loss Experience Factor,,
1720,Coverage O,Other,Perils Factor,table:Perils.Other,Perils
1721,Coverage O,Other,Age of Structure,table:Age Of Structure.Other,StructureAge
1722,Coverage O,Other,"Age of Roof, Roof Construction",table:AoR.Other,AOR
1723,Coverage O,Other,"Age of Roof, Roof Construction",,
1724,Coverage O,Other,Roof Exclusion,table:RoofExclusion.Other,RoofExcl
1725,Coverage O,Other,Multipolicy Discount,table:MultipolicyDiscount.Other,Multipol
1726,Coverage O,Other,Protective Devices (incl Smart Farm),FinalFactor,ProtDev
1727,Coverage O,Other,Policy Size Relativity,PolicySizeFactor,CovOPSR
1728,Coverage O,Other,Coverage Modification,CoverageInfo.CovModLimit,CovOMod
1729,Coverage O,Other,Brushfire,,
1730,Coverage O,Other,Solid Fuel Heating Device Surcharge,table:SolidFuel.Other,SolidFuel
1731,Coverage O,Other,ACV Roof,table:ACVRoof.Other,ACVRoof
1732,Coverage O,Other,All Peril Deductible,table:All Perils Deductible.Other,APDed
1733,Coverage O,Other,Wind Hail Deductible,table:WHDeductible.Other,WHDed
1734,Coverage O,Other,Employee Discount,table:EmployeeDiscount,EmployDisc
1735,Coverage O,Other,IRPM Factor,,
1736,Coverage O,Other,Transfer Plan Factor,,
1737,Coverage O,Hail,Base Rate,table:BaseRate.Hail,BaseRate
1738,Coverage O,Hail,Territory Relativities,table:Territory Relativities.Hail,TerrRel
1739,Coverage O,Hail,WindHail Excl,table:Wind Hail Exclusion.Hail,WHExcl
1740,Coverage O,Hail,Distance to Coast,,
1741,Coverage O,Hail,Acreage,AcreageFactor,Acres
1742,Coverage O,Hail,Farm Type,table:Farm_Type.Hail,FarmType
1743,Coverage O,Hail,Structure Type,table:Structure Type.Hail,StructureType
1744,Coverage O,Hail,Credit,table:Credit.Hail,Credit
1745,Coverage O,Hail,Protection Class,table:Protection Class.Hail,PC
1746,Coverage O,Hail,Miles to Fire Department,table:Miles To Hail Department.Hail,MilesToDept
1747,Coverage O,Hail,Construction Type,ConstructionFactor,Constr
1748,Coverage O,Hail,Stories and Square Feet,table:Sq Feet Stories.Hail,StorSqFt
1749,Coverage O,Hail,Hay Storage & Open Sides,table:Hay Storage & Open Sides.Hail,HayAndOpen
1750,Coverage O,Hail,Confinement Factor,table:Confinement.Hail,Confinement
1751,Coverage O,Hail,Brooder Heater Surcharge,table:Brooder_Heater.Hail,BrooderHeat
1752,Coverage O,Hail,Dwelling Claims Factor,,
1753,Coverage O,Hail,Farming Claims Factor,,
1754,Coverage O,Hail,New Business Loss Experience Factor,,
1755,Coverage O,Hail,Perils Factor,table:Perils.Hail,Perils
1756,Coverage O,Hail,Age of Structure,table:Age Of Structure.Hail,StructureAge
1757,Coverage O,Hail,"Age of Roof, Roof Construction",table:AoR.Hail,AOR
1758,Coverage O,Hail,"Age of Roof, Roof Construction",,
1759,Coverage O,Hail,Roof Exclusion,table:RoofExclusion.Hail,RoofExcl
1760,Coverage O,Hail,Multipolicy Discount,table:MultipolicyDiscount.Hail,Multipol
1761,Coverage O,Hail,Protective Devices (incl Smart Farm),FinalFactor,ProtDev
1762,Coverage O,Hail,Policy Size Relativity,PolicySizeFactor,CovOPSR
1763,Coverage O,Hail,Coverage Modification,CoverageInfo.CovModLimit,CovOMod
1764,Coverage O,Hail,Brushfire,,
1765,Coverage O,Hail,Solid Fuel Heating Device Surcharge,table:SolidFuel.Hail,SolidFuel
1766,Coverage O,Hail,ACV Roof,table:ACVRoof.Hail,ACVRoof
1767,Coverage O,Hail,All Peril Deductible,table:All Perils Deductible.Hail,APDed
1768,Coverage O,Hail,Wind Hail Deductible,table:WHDeductible.Hail,WHDed
1769,Coverage O,Hail,Employee Discount,table:EmployeeDiscount,EmployDisc
1770,Coverage O,Hail,IRPM Factor,,
1771,Coverage O,Hail,Transfer Plan Factor,,
1772,Coverage O,Wind,Base Rate,table:BaseRate.Wind,BaseRate
1773,Coverage O,Wind,Territory Relativities,table:Territory Relativities.Wind,TerrRel
1774,Coverage O,Wind,WindHail Excl,table:Wind Hail Exclusion.Wind,WHExcl
1775,Coverage O,Wind,Distance to Coast,,
1776,Coverage O,Wind,Acreage,AcreageFactor,Acres
1777,Coverage O,Wind,Farm Type,table:Farm_Type.Wind,FarmType
1778,Coverage O,Wind,Structure Type,table:Structure Type.Wind,StructureType
1779,Coverage O,Wind,Credit,table:Credit.Wind,Credit
1780,Coverage O,Wind,Protection Class,table:Protection Class.Wind,PC
1781,Coverage O,Wind,Miles to Fire Department,table:Miles To Fire Department.Wind,MilesToDept
1782,Coverage O,Wind,Construction Type,ConstructionFactor,Constr
1783,Coverage O,Wind,Stories and Square Feet,table:Sq Feet Stories.Wind,StorSqFt
1784,Coverage O,Wind,Hay Storage & Open Sides,table:Hay Storage & Open Sides.Wind,HayAndOpen
1785,Coverage O,Wind,Confinement Factor,table:Confinement.Wind,Confinement
1786,Coverage O,Wind,Brooder Heater Surcharge,table:Brooder_Heater.Wind,BrooderHeat
1787,Coverage O,Wind,Dwelling Claims Factor,,
1788,Coverage O,Wind,Farming Claims Factor,,
1789,Coverage O,Wind,New Business Loss Experience Factor,,
1790,Coverage O,Wind,Perils Factor,table:Perils.Wind,Perils
1791,Coverage O,Wind,Age of Structure,table:Age Of Structure.Wind,StructureAge
1792,Coverage O,Wind,"Age of Roof, Roof Construction",table:AoR.Wind,AOR
1793,Coverage O,Wind,"Age of Roof, Roof Construction",,
1794,Coverage O,Wind,Roof Exclusion,table:RoofExclusion.Wind,RoofExcl
1795,Coverage O,Wind,Multipolicy Discount,table:MultipolicyDiscount.Wind,Multipol
1796,Coverage O,Wind,Protective Devices (incl Smart Farm),FinalFactor,ProtDev
1797,Coverage O,Wind,Policy Size Relativity,PolicySizeFactor,CovOPSR
1798,Coverage O,Wind,Coverage Modification,CoverageInfo.CovModLimit,CovOMod
1799,Coverage O,Wind,Brushfire,,
1800,Coverage O,Wind,Solid Fuel Heating Device Surcharge,table:SolidFuel.Wind,SolidFuel
1801,Coverage O,Wind,ACV Roof,table:ACVRoof.Wind,ACVRoof
1802,Coverage O,Wind,All Peril Deductible,table:All Perils Deductible.Wind,APDed
1803,Coverage O,Wind,Wind Hail Deductible,table:WHDeductible.Wind,WHDed
1804,Coverage O,Wind,Employee Discount,table:EmployeeDiscount,EmployDisc
1805,Coverage O,Wind,IRPM Factor,,
1806,Coverage O,Wind,Transfer Plan Factor,,
1807,Coverage O,Hurricane,Base Rate,table:BaseRate.Hurricane,BaseRate
1808,Coverage O,Hurricane,Territory Relativities,table:Territory Relativities.Hurricane,TerrRel
1809,Coverage O,Hurricane,HurricaneHail Excl,table:Hurricane Hail Exclusion.Hurricane,WHExcl
1810,Coverage O,Hurricane,Distance to Coast,,
1811,Coverage O,Hurricane,Acreage,AcreageFactor,Acres
1812,Coverage O,Hurricane,Farm Type,table:Farm_Type.Hurricane,FarmType
1813,Coverage O,Hurricane,Structure Type,table:Structure Type.Hurricane,StructureType
1814,Coverage O,Hurricane,Credit,table:Credit.Hurricane,Credit
1815,Coverage O,Hurricane,Protection Class,table:Protection Class.Hurricane,PC
1816,Coverage O,Hurricane,Miles to Fire Department,table:Miles To Fire Department.Hurricane,MilesToDept
1817,Coverage O,Hurricane,Construction Type,ConstructionFactor,Constr
1818,Coverage O,Hurricane,Stories and Square Feet,table:Sq Feet Stories.Hurricane,StorSqFt
1819,Coverage O,Hurricane,Hay Storage & Open Sides,table:Hay Storage & Open Sides.Hurricane,HayAndOpen
1820,Coverage O,Hurricane,Confinement Factor,table:Confinement.Hurricane,Confinement
1821,Coverage O,Hurricane,Brooder Heater Surcharge,table:Brooder_Heater.Hurricane,BrooderHeat
1822,Coverage O,Hurricane,Dwelling Claims Factor,,
1823,Coverage O,Hurricane,Farming Claims Factor,,
1824,Coverage O,Hurricane,New Business Loss Experience Factor,,
1825,Coverage O,Hurricane,Perils Factor,table:Perils.Hurricane,Perils
1826,Coverage O,Hurricane,Age of Structure,table:Age Of Structure.Hurricane,StructureAge
1827,Coverage O,Hurricane,"Age of Roof, Roof Construction",table:AoR.Hurricane,AOR
1828,Coverage O,Hurricane,"Age of Roof, Roof Construction",,
1829,Coverage O,Hurricane,Roof Exclusion,table:RoofExclusion.Hurricane,RoofExcl
1830,Coverage O,Hurricane,Multipolicy Discount,table:MultipolicyDiscount.Hurricane,Multipol
1831,Coverage O,Hurricane,Protective Devices (incl Smart Farm),FinalFactor,ProtDev
1832,Coverage O,Hurricane,Policy Size Relativity,PolicySizeFactor,CovOPSR
1833,Coverage O,Hurricane,Coverage Modification,CoverageInfo.CovModLimit,CovOMod
1834,Coverage O,Hurricane,Brushfire,,
1835,Coverage O,Hurricane,Solid Fuel Heating Device Surcharge,table:SolidFuel.Hurricane,SolidFuel
1836,Coverage O,Hurricane,ACV Roof,table:ACVRoof.Hurricane,ACVRoof
1837,Coverage O,Hurricane,All Peril Deductible,table:All Perils Deductible.Hurricane,APDed
1838,Coverage O,Hurricane,Wind Hail Deductible,table:WHDeductible.Hurricane,WHDed
1839,Coverage O,Hurricane,Employee Discount,table:EmployeeDiscount,EmployDisc
1840,Coverage O,Hurricane,IRPM Factor,,
1841,Coverage O,Hurricane,Transfer Plan Factor,,
1842,Coverage E,Liability,Base Rate,table:BaseRate.Liability,BaseRate
1843,Coverage E,Liability,Territory Relativities,table:Territory Relativities.Liability,TerrRel
1844,Coverage E,Liability,WindHail Excl,table:Wind Hail Exclusion.Liability,WHExcl
1845,Coverage E,Liability,Acreage,AcreageFactor,Acres
1846,Coverage E,Liability,Farm Type,table:Farm_Type.Liability,FarmType
1847,Coverage E,Liability,Credit,table:Credit.Liability,Credit
1848,Coverage E,Liability,Protection Class,table:Protection Class.Liability,PC
1849,Coverage E,Liability,Dwelling Claims Factor,,
1850,Coverage E,Liability,Farming Claims Factor,,
1851,Coverage E,Liability,New Business Loss Experience Factor,,
1852,Coverage E,Liability,Multipolicy Discount,table:MultipolicyDiscount.Liability,Multipol
1853,Coverage E,Liability,Policy Size Relativity,PolicySizeFactor,CovEPSR
1854,Coverage E,Liability,All Peril Deductible,table:All Perils Deductible.Liability,APDed
1855,Coverage E,Liability,Employee Discount,table:EmployeeDiscount,EmployDisc
1856,Coverage E,Liability,IRPM Factor,,
1857,Coverage E,Liability,Transfer Plan Factor,,
1858,Coverage E,Fire,Base Rate,table:BaseRate.Fire,BaseRate
1859,Coverage E,Fire,Territory Relativities,table:Territory Relativities.Fire,TerrRel
1860,Coverage E,Fire,WindHail Excl,table:Wind Hail Exclusion.Fire,WHExcl
1861,Coverage E,Fire,Acreage,AcreageFactor,Acres
1862,Coverage E,Fire,Farm Type,table:Farm_Type.Fire,FarmType
1863,Coverage E,Fire,Credit,table:Credit.Fire,Credit
1864,Coverage E,Fire,Protection Class,table:Protection Class.Fire,PC
1865,Coverage E,Fire,Dwelling Claims Factor,,
1866,Coverage E,Fire,Farming Claims Factor,,
1867,Coverage E,Fire,New Business Loss Experience Factor,,
1868,Coverage E,Fire,Multipolicy Discount,table:MultipolicyDiscount.Fire,Multipol
1869,Coverage E,Fire,Policy Size Relativity,PolicySizeFactor,CovEPSR
1870,Coverage E,Fire,All Peril Deductible,table:All Perils Deductible.Fire,APDed
1871,Coverage E,Fire,Employee Discount,table:EmployeeDiscount,EmployDisc
1872,Coverage E,Fire,IRPM Factor,,
1873,Coverage E,Fire,Transfer Plan Factor,,
1874,Coverage E,Theft,Base Rate,table:BaseRate.Theft,BaseRate
1875,Coverage E,Theft,Territory Relativities,table:Territory Relativities.Theft,TerrRel
1876,Coverage E,Theft,WindHail Excl,table:Wind Hail Exclusion.Theft,WHExcl
1877,Coverage E,Theft,Acreage,AcreageFactor,Acres
1878,Coverage E,Theft,Farm Type,table:Farm_Type.Theft,FarmType
1879,Coverage E,Theft,Credit,table:Credit.Theft,Credit
1880,Coverage E,Theft,Protection Class,table:Protection Class.Theft,PC
1881,Coverage E,Theft,Dwelling Claims Factor,,
