S.No.,Coverage_Name,Perils,Rating_Factors_Algorithm,Rating_Factors_PC_worksheet,Rating_Factors_Expected
1418,Coverage D,Wind,Wind Mitigation,table:Wind Mitigation.Wind,
1419,Coverage D,Wind,Policy Size Relativity,table:PolicySizeRelativity.Wind,CovAPSR
1420,Coverage D,Wind,Coverage Modification,CoverageInfo.CovModLimit,CovAMod
1421,Coverage D,Wind,Brushfire,table:Brushfire.Wind,
1422,Coverage D,Wind,Solid Fuel Heating Device Surcharge,table:SolidFuel.Wind,SolidFuel
1423,Coverage D,Wind,Foundation Type,table:FoundationType.Wind,Foundation
1424,Coverage D,Wind,ACV Roof,table:ACVRoof.Wind,ACVRoof
1425,Coverage D,Wind,All Peril Deductible,table:All Perils Deductible.Wind,APDed
1426,Coverage D,Wind,Wind Hail Deductible,table:WHDeductible.Wind,WHDed
1427,Coverage D,Wind,Occupancy,table:Occupancy.Wind,Occupancy
1428,Coverage D,Wind,Employee Discount,table:EmployeeDiscount,EmployDisc
1429,Coverage D,Wind,IRPM Factor,IFactor,
1430,Coverage D,Wind,Fixed Expense,table:Fixed Expense.Wind,FixedExp
,Coverage D,Other,,TermAmount,CovDPrem
1431,Coverage D,Other,Base Rate,table:BaseRate.Other,BaseRate
1432,Coverage D,Other,Territory Relativities,table:Territory Relativities.Other,TerrRel
1433,Coverage D,Other,WindHail Excl,table:Wind Hail Exclusion.Other,WHExcl
1434,Coverage D,Other,Distance to Coast,table:Distance To Coast.Other,
1435,Coverage D,Other,Acreage,table:Acreage.Other,Acres
1436,Coverage D,Other,Farm Type,table:Farm_Type.Other,FarmType
1437,Coverage D,Other,Credit,table:Credit.Other,Credit
1438,Coverage D,Other,Protection Class,table:Protection Class.Other,PC
1439,Coverage D,Other,Miles to Fire Department,table:Miles To Fire Department.Other,MilesToDept
1440,Coverage D,Other,Construction Type,table:Construction Materials for All.Other,Constr
1441,Coverage D,Other,Number of Families,table:Number Of Families.Other,NumFam
1442,Coverage D,Other,TownRowhouse,table:TownRowHouse.Other,TownRow
1443,Coverage D,Other,Stories and Square Feet,table:Sq Feet Stories.Other,StorSqFt
1444,Coverage D,Other,Replacement Cost Per Sq Foot,table:Repl Cost Sq Ft.Other,RPCSqFt
1445,Coverage D,Other,Number of Bathrooms,table:Bathrooms.Other,NumBaths
1446,Coverage D,Other,Garage Factor,table:Garage Factor.Other,Garages
1447,Coverage D,Other,Dwelling Claims Factor,,DwellClaims
1448,Coverage D,Other,Farming Claims Factor,table:Farming Claims Factor.Other,FarmClaims
1449,Coverage D,Other,New Business Loss Experience Factor,,
1450,Coverage D,Other,Pool Liability,table:Pool.Other,Pool
1451,Coverage D,Other,Trampoline Liability,table:Trampoline.Other,Trampoline
1452,Coverage D,Other,Perils Factor,table:Perils.Other,Perils
1453,Coverage D,Other,Age of Dwelling,table:Dwelling_Age.Other,AOD
1454,Coverage D,Other,Dwelling Year Built Factor,table:Dwelling Year Built Factor.Other,DwellYrBuilt
1455,Coverage D,Other,"Age of Roof, Roof Construction",table:AoR.Other,AOR
1456,Coverage D,Other,Roof Shape,table:RoofShape.Other,RoofShape
1457,Coverage D,Other,Roof Exclusion,table:RoofExclusion.Other,RoofExcl
1458,Coverage D,Other,Utility Update ,table:Utility.Other,UtilElec
1459,Coverage D,Other,Utility Update ,table:Utility.Other,UtilHeat
1460,Coverage D,Other,Utility Update ,table:Utility.Other,UtilPlumb
1461,Coverage D,Other,Multipolicy Discount,table:MultipolicyDiscount.Other,Multipol
1462,Coverage D,Other,Fortified,table:Fortified.Other,Fortified
1463,Coverage D,Other,Protective Devices (incl Smart Farm),FinalFactor,ProtDev
1464,Coverage D,Other,Wind Mitigation,table:Wind Mitigation.Other,
1465,Coverage D,Other,Policy Size Relativity,table:PolicySizeRelativity.Other,CovAPSR
1466,Coverage D,Other,Coverage Modification,CoverageInfo.CovModLimit,CovAMod
1467,Coverage D,Other,Brushfire,table:Brushfire.Other,
1468,Coverage D,Other,Solid Fuel Heating Device Surcharge,table:SolidFuel.Other,SolidFuel
1469,Coverage D,Other,Foundation Type,table:FoundationType.Other,Foundation
1470,Coverage D,Other,ACV Roof,table:ACVRoof.Other,ACVRoof
1471,Coverage D,Other,All Peril Deductible,table:All Perils Deductible.Other,APDed
1472,Coverage D,Other,Wind Hail Deductible,table:WHDeductible.Other,WHDed
1473,Coverage D,Other,Occupancy,table:Occupancy.Other,Occupancy
1474,Coverage D,Other,Employee Discount,table:EmployeeDiscount,EmployDisc
1475,Coverage D,Other,IRPM Factor,IFactor,
1476,Coverage D,Other,Fixed Expense,table:Fixed Expense.Other,FixedExp
1477,Coverage G,,Base Rate,,
1478,Coverage G,,Territory Relativities,,
1479,Coverage G,,WindHail Excl,,
1480,Coverage G,,Distance to Coast,,
1481,Coverage G,,Acreage,,
1482,Coverage G,,Farm Type,,
1483,Coverage G,,Credit,,
1484,Coverage G,,Protection Class,,
1485,Coverage G,,Miles to Fire Department,,
1486,Coverage G,,Construction Type,,
1487,Coverage G,,Number of Families,,
1488,Coverage G,,TownRowhouse,,
1489,Coverage G,,Stories and Square Feet,,
1490,Coverage G,,Replacement Cost Per Sq Foot,,
1491,Coverage G,,Number of Bathrooms,,
1492,Coverage G,,Garage Factor,,
1493,Coverage G,,Dwelling Claims Factor,,
1494,Coverage G,,Farming Claims Factor,,
1495,Coverage G,,New Business Loss Experience Factor,,
1496,Coverage G,,Pool Liability,,
1497,Coverage G,,Trampoline Liability,,
1498,Coverage G,,Perils Factor,,
1499,Coverage G,,Age of Dwelling,,
1500,Coverage G,,Dwelling Year Built Factor,,
1501,Coverage G,,"Age of Roof, Roof Construction",,
1502,Coverage G,,Roof Shape,,
1503,Coverage G,,Roof Exclusion,,
1504,Coverage G,,Utility Update ,,
1505,Coverage G,,Multipolicy Discount,,
1506,Coverage G,,Fortified,,
1507,Coverage G,,Protective Devices (incl Smart Farm),,
1508,Coverage G,,Wind Mitigation,,
1509,Coverage G,,Policy Size Relativity,,
1510,Coverage G,,Coverage Modification,,
1511,Coverage G,,Brushfire,,
1512,Coverage G,,Solid Fuel Heating Device Surcharge,,
1513,Coverage G,,Foundation Type,,
1514,Coverage G,,ACV Roof,,
1515,Coverage G,,All Peril Deductible,,
1516,Coverage G,,Wind Hail Deductible,,
1517,Coverage G,,Occupancy,,
1518,Coverage G,,Employee Discount,,
1519,Coverage G,,IRPM Factor,,
1520,Coverage G,,Transfer Plan Factor,,
1521,Cov H,,Base Rate,,
1522,Cov H,,Territory Relativities,,
1523,Cov H,,WindHail Excl,,
1524,Cov H,,Distance to Coast,,
1525,Cov H,,Acreage,,
1526,Cov H,,Farm Type,,
1527,Cov H,,Credit,,
1528,Cov H,,Protection Class,,
1529,Cov H,,Miles to Fire Department,,
1530,Cov H,,Construction Type,,
1531,Cov H,,Number of Families,,
1532,Cov H,,TownRowhouse,,
1533,Cov H,,Stories and Square Feet,,
1534,Cov H,,Replacement Cost Per Sq Foot,,
1535,Cov H,,Number of Bathrooms,,
1536,Cov H,,Garage Factor,,
1537,Cov H,,Dwelling Claims Factor,,
1538,Cov H,,Farming Claims Factor,,
1539,Cov H,,New Business Loss Experience Factor,,
1540,Cov H,,Pool Liability,,
1541,Cov H,,Trampoline Liability,,
1542,Cov H,,Perils Factor,,
1543,Cov H,,Age of Dwelling,,
1544,Cov H,,Dwelling Year Built Factor,,
1545,Cov H,,"Age of Roof, Roof Construction",,
1546,Cov H,,Roof Shape,,
1547,Cov H,,Roof Exclusion,,
1548,Cov H,,Utility Update ,,
1549,Cov H,,Multipolicy Discount,,
1550,Cov H,,Fortified,,
1551,Cov H,,Protective Devices (incl Smart Farm),,
1552,Cov H,,Wind Mitigation,,
1553,Cov H,,Policy Size Relativity,,
1554,Cov H,,Coverage Modification,,
1555,Cov H,,Brushfire,,
1556,Cov H,,Solid Fuel Heating Device Surcharge,,
1557,Cov H,,Foundation Type,,
1558,Cov H,,ACV Roof,,
1559,Cov H,,All Peril Deductible,,
1560,Cov H,,Wind Hail Deductible,,
1561,Cov H,,Occupancy,,
1562,Cov H,,Employee Discount,,
1563,Cov H,,IRPM Factor,,
1564,Cov H,,Transfer Plan Factor,,
1565,Coverage O,Liability,Base Rate,table:BaseRate.Liability,BaseRate
1566,Coverage O,Liability,Territory Relativities,table:Territory Relativities.Liability,TerrRel
1567,Coverage O,Liability,WindHail Excl,table:Wind Hail Exclusion.Liability,WHExcl
1568,Coverage O,Liability,Distance to Coast,,
1569,Coverage O,Liability,Acreage,AcreageFactor,Acres
1570,Coverage O,Liability,Farm Type,table:Farm_Type.Liability,FarmType
1571,Coverage O,Liability,Structure Type,table:Structure Type.Liability,StructureType
1572,Coverage O,Liability,Credit,table:Credit.Liability,Credit
1573,Coverage O,Liability,Protection Class,table:Protection Class.Liability,PC
1574,Coverage O,Liability,Miles to Fire Department,table:Miles To Fire Department.Liability,MilesToDept
1575,Coverage O,Liability,Construction Type,ConstructionFactor,Constr
1576,Coverage O,Liability,Stories and Square Feet,table:Sq Feet Stories.Liability,StorSqFt
1577,Coverage O,Liability,Hay Storage & Open Sides,table:Hay Storage & Open Sides.Liability,HayAndOpen
1578,Coverage O,Liability,Confinement Factor,table:Confinement.Liability,Confinement
1579,Coverage O,Liability,Brooder Heater Surcharge,table:Brooder_Heater.Liability,BrooderHeat
1580,Coverage O,Liability,Dwelling Claims Factor,,
1581,Coverage O,Liability,Farming Claims Factor,,
1582,Coverage O,Liability,New Business Loss Experience Factor,,
1583,Coverage O,Liability,Perils Factor,table:Perils.Liability,Perils
1584,Coverage O,Liability,Age of Structure,table:Age Of Structure.Liability,StructureAge
1585,Coverage O,Liability,"Age of Roof, Roof Construction",table:AoR.Liability,AOR
1586,Coverage O,Liability,"Age of Roof, Roof Construction",,
1587,Coverage O,Liability,Roof Exclusion,table:RoofExclusion.Liability,RoofExcl
1588,Coverage O,Liability,Multipolicy Discount,table:MultipolicyDiscount.Liability,Multipol
1589,Coverage O,Liability,Protective Devices (incl Smart Farm),FinalFactor,ProtDev
1590,Coverage O,Liability,Policy Size Relativity,PolicySizeFactor,CovOPSR
1591,Coverage O,Liability,Coverage Modification,CoverageInfo.CovModLimit,CovOMod
1592,Coverage O,Liability,Brushfire,,
1593,Coverage O,Liability,Solid Fuel Heating Device Surcharge,table:SolidFuel.Liability,SolidFuel
1594,Coverage O,Liability,ACV Roof,table:ACVRoof.Liability,ACVRoof
1595,Coverage O,Liability,All Peril Deductible,table:All Perils Deductible.Liability,APDed
1596,Coverage O,Liability,Wind Hail Deductible,table:WHDeductible.Liability,WHDed
1597,Coverage O,Liability,Employee Discount,table:EmployeeDiscount,EmployDisc
1598,Coverage O,Liability,IRPM Factor,,
1599,Coverage O,Liability,Transfer Plan Factor,,
1600,Coverage O,Liability,,TermAmount,CovOPrem
1601,Coverage O,Fire,,TermAmount,CovOPrem
1602,Coverage O,Fire,Base Rate,table:BaseRate.Fire,BaseRate
1603,Coverage O,Fire,Territory Relativities,table:Territory Relativities.Fire,TerrRel
1604,Coverage O,Fire,WindHail Excl,table:Wind Hail Exclusion.Fire,WHExcl
1605,Coverage O,Fire,Distance to Coast,,
1606,Coverage O,Fire,Acreage,AcreageFactor,Acres
1607,Coverage O,Fire,Farm Type,table:Farm_Type.Fire,FarmType
1608,Coverage O,Fire,Structure Type,table:Structure Type.Fire,StructureType
1609,Coverage O,Fire,Credit,table:Credit.Fire,Credit
1610,Coverage O,Fire,Protection Class,table:Protection Class.Fire,PC
1611,Coverage O,Fire,Miles to Fire Department,table:Miles To Fire Department.Fire,MilesToDept
1612,Coverage O,Fire,Construction Type,ConstructionFactor,Constr
1613,Coverage O,Fire,Stories and Square Feet,table:Sq Feet Stories.Fire,StorSqFt
1614,Coverage O,Fire,Hay Storage & Open Sides,table:Hay Storage & Open Sides.Fire,HayAndOpen
1615,Coverage O,Fire,Confinement Factor,table:Confinement.Fire,Confinement
1616,Coverage O,Fire,Brooder Heater Surcharge,table:Brooder_Heater.Fire,BrooderHeat
1617,Coverage O,Fire,Dwelling Claims Factor,,
1618,Coverage O,Fire,Farming Claims Factor,,
1619,Coverage O,Fire,New Business Loss Experience Factor,,
1620,Coverage O,Fire,Perils Factor,table:Perils.Fire,Perils
1621,Coverage O,Fire,Age of Structure,table:Age Of Structure.Fire,StructureAge
1622,Coverage O,Fire,"Age of Roof, Roof Construction",table:AoR.Fire,AOR
1623,Coverage O,Fire,"Age of Roof, Roof Construction",,
1624,Coverage O,Fire,Roof Exclusion,table:RoofExclusion.Fire,RoofExcl
1625,Coverage O,Fire,Multipolicy Discount,table:MultipolicyDiscount.Fire,Multipol
1626,Coverage O,Fire,Protective Devices (incl Smart Farm),FinalFactor,ProtDev
1627,Coverage O,Fire,Policy Size Relativity,PolicySizeFactor,CovOPSR
1628,Coverage O,Fire,Coverage Modification,CoverageInfo.CovModLimit,CovOMod
1629,Coverage O,Fire,Brushfire,,
1630,Coverage O,Fire,Solid Fuel Heating Device Surcharge,table:SolidFuel.Fire,SolidFuel
1631,Coverage O,Fire,ACV Roof,table:ACVRoof.Fire,ACVRoof
1632,Coverage O,Fire,All Peril Deductible,table:All Perils Deductible.Fire,APDed
1633,Coverage O,Fire,Wind Hail Deductible,table:WHDeductible.Fire,WHDed
1634,Coverage O,Fire,Employee Discount,table:EmployeeDiscount,EmployDisc
1635,Coverage O,Fire,IRPM Factor,,
1636,Coverage O,Fire,Transfer Plan Factor,,
1637,Coverage O,Theft,Base Rate,table:BaseRate.Theft,BaseRate
1638,Coverage O,Theft,Territory Relativities,table:Territory Relativities.Theft,TerrRel
1639,Coverage O,Theft,WindHail Excl,table:Wind Hail Exclusion.Theft,WHExcl
1640,Coverage O,Theft,Distance to Coast,,
1641,Coverage O,Theft,Acreage,AcreageFactor,Acres
1642,Coverage O,Theft,Farm Type,table:Farm_Type.Theft,FarmType
1643,Coverage O,Theft,Structure Type,table:Structure Type.Theft,StructureType
1644,Coverage O,Theft,Credit,table:Credit.Theft,Credit
1645,Coverage O,Theft,Protection Class,table:Protection Class.Theft,PC
1646,Coverage O,Theft,Miles to Fire Department,table:Miles To Fire Department.Theft,MilesToDept
1647,Coverage O,Theft,Construction Type,ConstructionFactor,Constr
1648,Coverage O,Theft,Stories and Square Feet,table:Sq Feet Stories.Theft,StorSqFt
1649,Coverage O,Theft,Hay Storage & Open Sides,table:Hay Storage & Open Sides.Theft,HayAndOpen
1650,Coverage O,Theft,Confinement Factor,table:Confinement.Theft,Confinement
1651,Coverage O,Theft,Brooder Heater Surcharge,table:Brooder_Heater.Theft,BrooderHeat
1652,Coverage O,Theft,Dwelling Claims Factor,,
1653,Coverage O,Theft,Farming Claims Factor,,
1654,Coverage O,Theft,New Business Loss Experience Factor,,
1655,Coverage O,Theft,Perils Factor,table:Perils.Theft,Perils
1656,Coverage O,Theft,Age of Structure,table:Age Of Structure.Theft,StructureAge
1657,Coverage O,Theft,"Age of Roof, Roof Construction",table:AoR.Theft,AOR
1658,Coverage O,Theft,"Age of Roof, Roof Construction",,
1659,Coverage O,Theft,Roof Exclusion,table:RoofExclusion.Theft,RoofExcl
1660,Coverage O,Theft,Multipolicy Discount,table:MultipolicyDiscount.Theft,Multipol
1661,Coverage O,Theft,Protective Devices (incl Smart Farm),FinalFactor,ProtDev
1662,Coverage O,Theft,Policy Size Relativity,PolicySizeFactor,CovOPSR
1663,Coverage O,Theft,Coverage Modification,CoverageInfo.CovModLimit,CovOMod
1664,Coverage O,Theft,Brushfire,,
1665,Coverage O,Theft,Solid Fuel Heating Device Surcharge,table:SolidFuel.Theft,SolidFuel
1666,Coverage O,Theft,ACV Roof,table:ACVRoof.Theft,ACVRoof
1667,Coverage O,Theft,All Peril Deductible,table:All Perils Deductible.Theft,APDed
1668,Coverage O,Theft,Wind Hail Deductible,table:WHDeductible.Theft,WHDed
1669,Coverage O,Theft,Employee Discount,table:EmployeeDiscount,EmployDisc
1670,Coverage O,Theft,IRPM Factor,,
1671,Coverage O,Theft,Transfer Plan Factor,,
,Coverage O,Theft,,TermAmount,CovOPrem
,Coverage O,Water,,TermAmount,CovOPrem
1670,Coverage O,Water,Base Rate,table:BaseRate.Water,BaseRate
1671,Coverage O,Water,Territory Relativities,table:Territory Relativities.Water,TerrRel
1672,Coverage O,Water,WindHail Excl,table:Wind Hail Exclusion.Water,WHExcl
1673,Coverage O,Water,Distance to Coast,,
1674,Coverage O,Water,Acreage,AcreageFactor,Acres
1675,Coverage O,Water,Farm Type,table:Farm_Type.Water,FarmType
1676,Coverage O,Water,Structure Type,table:Structure Type.Water,StructureType
1677,Coverage O,Water,Credit,table:Credit.Water,Credit
1678,Coverage O,Water,Protection Class,table:Protection Class.Water,PC
1679,Coverage O,Water,Miles to Fire Department,table:Miles To Fire Department.Water,MilesToDept
1680,Coverage O,Water,Construction Type,ConstructionFactor,Constr
1681,Coverage O,Water,Stories and Square Feet,table:Sq Feet Stories.Water,StorSqFt
1682,Coverage O,Water,Hay Storage & Open Sides,table:Hay Storage & Open Sides.Water,HayAndOpen
1683,Coverage O,Water,Confinement Factor,table:Confinement.Water,Confinement
1684,Coverage O,Water,Brooder Heater Surcharge,table:Brooder_Heater.Water,BrooderHeat
1685,Coverage O,Water,Dwelling Claims Factor,,
1686,Coverage O,Water,Farming Claims Factor,,
1687,Coverage O,Water,New Business Loss Experience Factor,,
1688,Coverage O,Water,Perils Factor,table:Perils.Water,Perils
1689,Coverage O,Water,Age of Structure,table:Age Of Structure.Water,StructureAge
1690,Coverage O,Water,"Age of Roof, Roof Construction",table:AoR.Water,AOR
1691,Coverage O,Water,"Age of Roof, Roof Construction",,
1692,Coverage O,Water,Roof Exclusion,table:RoofExclusion.Water,RoofExcl
1693,Coverage O,Water,Multipolicy Discount,table:MultipolicyDiscount.Water,Multipol
1694,Coverage O,Water,Protective Devices (incl Smart Farm),FinalFactor,ProtDev
1695,Coverage O,Water,Policy Size Relativity,PolicySizeFactor,CovOPSR
1696,Coverage O,Water,Coverage Modification,CoverageInfo.CovModLimit,CovOMod
1697,Coverage O,Water,Brushfire,,
1698,Coverage O,Water,Solid Fuel Heating Device Surcharge,table:SolidFuel.Water,SolidFuel
1699,Coverage O,Water,ACV Roof,table:ACVRoof.Water,ACVRoof
1700,Coverage O,Water,All Peril Deductible,table:All Perils Deductible.Water,APDed
1701,Coverage O,Water,Wind Hail Deductible,table:WHDeductible.Water,WHDed
1702,Coverage O,Water,Employee Discount,table:EmployeeDiscount,EmployDisc
1703,Coverage O,Water,IRPM Factor,,
1704,Coverage O,Water,Transfer Plan Factor,,
,Coverage O,Other,,TermAmount,CovOPrem
1705,Coverage O,Other,Base Rate,table:BaseRate.Other,BaseRate
1706,Coverage O,Other,Territory Relativities,table:Territory Relativities.Other,TerrRel
1707,Coverage O,Other,WindHail Excl,table:Wind Hail Exclusion.Other,WHExcl
1708,Coverage O,Other,Distance to Coast,,
1709,Coverage O,Other,Acreage,AcreageFactor,Acres
1710,Coverage O,Other,Farm Type,table:Farm_Type.Other,FarmType
1711,Coverage O,Other,Structure Type,table:Structure Type.Other,StructureType
1712,Coverage O,Other,Credit,table:Credit.Other,Credit
1713,Coverage O,Other,Protection Class,table:Protection Class.Other,PC
1714,Coverage O,Other,Miles to Fire Department,table:Miles To Fire Department.Other,MilesToDept
1715,Coverage O,Other,Construction Type,ConstructionFactor,Constr
1716,Coverage O,Other,Stories and Square Feet,table:Sq Feet Stories.Other,StorSqFt
1717,Coverage O,Other,Hay Storage & Open Sides,table:Hay Storage & Open Sides.Other,HayAndOpen
1718,Coverage O,Other,Confinement Factor,table:Confinement.Other,Confinement
1719,Coverage O,Other,Brooder Heater Surcharge,table:Brooder_Heater.Other,BrooderHeat
1720,Coverage O,Other,Dwelling Claims Factor,,
1721,Coverage O,Other,Farming Claims Factor,,
1722,Coverage O,Other,New Business Loss Experience Factor,,
1723,Coverage O,Other,Perils Factor,table:Perils.Other,Perils
1724,Coverage O,Other,Age of Structure,table:Age Of Structure.Other,StructureAge
1725,Coverage O,Other,"Age of Roof, Roof Construction",table:AoR.Other,AOR
1726,Coverage O,Other,"Age of Roof, Roof Construction",,
1727,Coverage O,Other,Roof Exclusion,table:RoofExclusion.Other,RoofExcl
1728,Coverage O,Other,Multipolicy Discount,table:MultipolicyDiscount.Other,Multipol
1729,Coverage O,Other,Protective Devices (incl Smart Farm),FinalFactor,ProtDev
1730,Coverage O,Other,Policy Size Relativity,PolicySizeFactor,CovOPSR
1731,Coverage O,Other,Coverage Modification,CoverageInfo.CovModLimit,CovOMod
1732,Coverage O,Other,Brushfire,,
1733,Coverage O,Other,Solid Fuel Heating Device Surcharge,table:SolidFuel.Other,SolidFuel
1734,Coverage O,Other,ACV Roof,table:ACVRoof.Other,ACVRoof
1735,Coverage O,Other,All Peril Deductible,table:All Perils Deductible.Other,APDed
1736,Coverage O,Other,Wind Hail Deductible,table:WHDeductible.Other,WHDed
1737,Coverage O,Other,Employee Discount,table:EmployeeDiscount,EmployDisc
1738,Coverage O,Other,IRPM Factor,,
1739,Coverage O,Other,Transfer Plan Factor,,
1740,Coverage O,Hail,Base Rate,table:BaseRate.Hail,BaseRate
1741,Coverage O,Hail,Territory Relativities,table:Territory Relativities.Hail,TerrRel
1742,Coverage O,Hail,WindHail Excl,table:Wind Hail Exclusion.Hail,WHExcl
1743,Coverage O,Hail,Distance to Coast,,
1744,Coverage O,Hail,Acreage,AcreageFactor,Acres
1745,Coverage O,Hail,Farm Type,table:Farm_Type.Hail,FarmType
1746,Coverage O,Hail,Structure Type,table:Structure Type.Hail,StructureType
1747,Coverage O,Hail,Credit,table:Credit.Hail,Credit
1748,Coverage O,Hail,Protection Class,table:Protection Class.Hail,PC
1749,Coverage O,Hail,Miles to Fire Department,table:Miles To Hail Department.Hail,MilesToDept
1750,Coverage O,Hail,Construction Type,ConstructionFactor,Constr
1751,Coverage O,Hail,Stories and Square Feet,table:Sq Feet Stories.Hail,StorSqFt
1752,Coverage O,Hail,Hay Storage & Open Sides,table:Hay Storage & Open Sides.Hail,HayAndOpen
1753,Coverage O,Hail,Confinement Factor,table:Confinement.Hail,Confinement
1754,Coverage O,Hail,Brooder Heater Surcharge,table:Brooder_Heater.Hail,BrooderHeat
1755,Coverage O,Hail,Dwelling Claims Factor,,
1756,Coverage O,Hail,Farming Claims Factor,,
1757,Coverage O,Hail,New Business Loss Experience Factor,,
1758,Coverage O,Hail,Perils Factor,table:Perils.Hail,Perils
1759,Coverage O,Hail,Age of Structure,table:Age Of Structure.Hail,StructureAge
1760,Coverage O,Hail,"Age of Roof, Roof Construction",table:AoR.Hail,AOR
1761,Coverage O,Hail,"Age of Roof, Roof Construction",,
1762,Coverage O,Hail,Roof Exclusion,table:RoofExclusion.Hail,RoofExcl
1763,Coverage O,Hail,Multipolicy Discount,table:MultipolicyDiscount.Hail,Multipol
1764,Coverage O,Hail,Protective Devices (incl Smart Farm),FinalFactor,ProtDev
1765,Coverage O,Hail,Policy Size Relativity,PolicySizeFactor,CovOPSR
1766,Coverage O,Hail,Coverage Modification,CoverageInfo.CovModLimit,CovOMod
1767,Coverage O,Hail,Brushfire,,
1768,Coverage O,Hail,Solid Fuel Heating Device Surcharge,table:SolidFuel.Hail,SolidFuel
1769,Coverage O,Hail,ACV Roof,table:ACVRoof.Hail,ACVRoof
1770,Coverage O,Hail,All Peril Deductible,table:All Perils Deductible.Hail,APDed
1771,Coverage O,Hail,Wind Hail Deductible,table:WHDeductible.Hail,WHDed
1772,Coverage O,Hail,Employee Discount,table:EmployeeDiscount,EmployDisc
1773,Coverage O,Hail,IRPM Factor,,
1774,Coverage O,Hail,Transfer Plan Factor,,
1775,Coverage O,Wind,Base Rate,table:BaseRate.Wind,BaseRate
1776,Coverage O,Wind,Territory Relativities,table:Territory Relativities.Wind,TerrRel
1777,Coverage O,Wind,WindHail Excl,table:Wind Hail Exclusion.Wind,WHExcl
1778,Coverage O,Wind,Distance to Coast,,
1779,Coverage O,Wind,Acreage,AcreageFactor,Acres
1780,Coverage O,Wind,Farm Type,table:Farm_Type.Wind,FarmType
1781,Coverage O,Wind,Structure Type,table:Structure Type.Wind,StructureType
1782,Coverage O,Wind,Credit,table:Credit.Wind,Credit
1783,Coverage O,Wind,Protection Class,table:Protection Class.Wind,PC
1784,Coverage O,Wind,Miles to Fire Department,table:Miles To Fire Department.Wind,MilesToDept
1785,Coverage O,Wind,Construction Type,ConstructionFactor,Constr
1786,Coverage O,Wind,Stories and Square Feet,table:Sq Feet Stories.Wind,StorSqFt
1787,Coverage O,Wind,Hay Storage & Open Sides,table:Hay Storage & Open Sides.Wind,HayAndOpen
1788,Coverage O,Wind,Confinement Factor,table:Confinement.Wind,Confinement
1789,Coverage O,Wind,Brooder Heater Surcharge,table:Brooder_Heater.Wind,BrooderHeat
1790,Coverage O,Wind,Dwelling Claims Factor,,
1791,Coverage O,Wind,Farming Claims Factor,,
1792,Coverage O,Wind,New Business Loss Experience Factor,,
1793,Coverage O,Wind,Perils Factor,table:Perils.Wind,Perils
1794,Coverage O,Wind,Age of Structure,table:Age Of Structure.Wind,StructureAge
1795,Coverage O,Wind,"Age of Roof, Roof Construction",table:AoR.Wind,AOR
1796,Coverage O,Wind,"Age of Roof, Roof Construction",,
1797,Coverage O,Wind,Roof Exclusion,table:RoofExclusion.Wind,RoofExcl
1798,Coverage O,Wind,Multipolicy Discount,table:MultipolicyDiscount.Wind,Multipol
1799,Coverage O,Wind,Protective Devices (incl Smart Farm),FinalFactor,ProtDev
1800,Coverage O,Wind,Policy Size Relativity,PolicySizeFactor,CovOPSR
1801,Coverage O,Wind,Coverage Modification,CoverageInfo.CovModLimit,CovOMod
1802,Coverage O,Wind,Brushfire,,
1803,Coverage O,Wind,Solid Fuel Heating Device Surcharge,table:SolidFuel.Wind,SolidFuel
1804,Coverage O,Wind,ACV Roof,table:ACVRoof.Wind,ACVRoof
1805,Coverage O,Wind,All Peril Deductible,table:All Perils Deductible.Wind,APDed
1806,Coverage O,Wind,Wind Hail Deductible,table:WHDeductible.Wind,WHDed
1807,Coverage O,Wind,Employee Discount,table:EmployeeDiscount,EmployDisc
1808,Coverage O,Wind,IRPM Factor,,
1809,Coverage O,Wind,Transfer Plan Factor,,
1810,Coverage O,Hurricane,Base Rate,table:BaseRate.Hurricane,BaseRate
1811,Coverage O,Hurricane,Territory Relativities,table:Territory Relativities.Hurricane,TerrRel
1812,Coverage O,Hurricane,HurricaneHail Excl,table:Hurricane Hail Exclusion.Hurricane,WHExcl
1813,Coverage O,Hurricane,Distance to Coast,,
1814,Coverage O,Hurricane,Acreage,AcreageFactor,Acres
1815,Coverage O,Hurricane,Farm Type,table:Farm_Type.Hurricane,FarmType
1816,Coverage O,Hurricane,Structure Type,table:Structure Type.Hurricane,StructureType
1817,Coverage O,Hurricane,Credit,table:Credit.Hurricane,Credit
1818,Coverage O,Hurricane,Protection Class,table:Protection Class.Hurricane,PC
1819,Coverage O,Hurricane,Miles to Fire Department,table:Miles To Fire Department.Hurricane,MilesToDept
1820,Coverage O,Hurricane,Construction Type,ConstructionFactor,Constr
1821,Coverage O,Hurricane,Stories and Square Feet,table:Sq Feet Stories.Hurricane,StorSqFt
1822,Coverage O,Hurricane,Hay Storage & Open Sides,table:Hay Storage & Open Sides.Hurricane,HayAndOpen
1823,Coverage O,Hurricane,Confinement Factor,table:Confinement.Hurricane,Confinement
1824,Coverage O,Hurricane,Brooder Heater Surcharge,table:Brooder_Heater.Hurricane,BrooderHeat
1825,Coverage O,Hurricane,Dwelling Claims Factor,,
1826,Coverage O,Hurricane,Farming Claims Factor,,
1827,Coverage O,Hurricane,New Business Loss Experience Factor,,
1828,Coverage O,Hurricane,Perils Factor,table:Perils.Hurricane,Perils
